"Time Stamp","Time Zone","Name","PTID","Load"
"08/20/2013 00:00:00","EDT","CAPITL",61757,1297
"08/20/2013 00:00:00","EDT","CENTRL",61754,1616.1
"08/20/2013 00:00:00","EDT","DUNWOD",61760,712.6
"08/20/2013 00:00:00","EDT","GENESE",61753,1093.4
"08/20/2013 00:00:00","EDT","HUD VL",61758,1060.8
"08/20/2013 00:00:00","EDT","LONGIL",61762,2454.5
"08/20/2013 00:00:00","EDT","MHK VL",61756,867.2
"08/20/2013 00:00:00","EDT","MILLWD",61759,304.1
"08/20/2013 00:00:00","EDT","N.Y.C.",61761,6109.1
"08/20/2013 00:00:00","EDT","NORTH",61755,694.7
"08/20/2013 00:00:00","EDT","WEST",61752,1751.4
"08/20/2013 00:05:00","EDT","CAPITL",61757,1289.8
"08/20/2013 00:05:00","EDT","CENTRL",61754,1602.5
"08/20/2013 00:05:00","EDT","DUNWOD",61760,705.5
"08/20/2013 00:05:00","EDT","GENESE",61753,1086.8
"08/20/2013 00:05:00","EDT","HUD VL",61758,1054.9
"08/20/2013 00:05:00","EDT","LONGIL",61762,2421.3
"08/20/2013 00:05:00","EDT","MHK VL",61756,854.2
"08/20/2013 00:05:00","EDT","MILLWD",61759,304.5
"08/20/2013 00:05:00","EDT","N.Y.C.",61761,6055.4
"08/20/2013 00:05:00","EDT","NORTH",61755,703.6
"08/20/2013 00:05:00","EDT","WEST",61752,1721.9
"08/20/2013 00:10:00","EDT","CAPITL",61757,1282.5
"08/20/2013 00:10:00","EDT","CENTRL",61754,1627.1
"08/20/2013 00:10:00","EDT","DUNWOD",61760,697.8
"08/20/2013 00:10:00","EDT","GENESE",61753,1069.6
"08/20/2013 00:10:00","EDT","HUD VL",61758,1036.6
"08/20/2013 00:10:00","EDT","LONGIL",61762,2402.7
"08/20/2013 00:10:00","EDT","MHK VL",61756,857.7
"08/20/2013 00:10:00","EDT","MILLWD",61759,303.7
"08/20/2013 00:10:00","EDT","N.Y.C.",61761,6001.9
"08/20/2013 00:10:00","EDT","NORTH",61755,697.8
"08/20/2013 00:10:00","EDT","WEST",61752,1731.8
"08/20/2013 00:15:00","EDT","CAPITL",61757,1266.3
"08/20/2013 00:15:00","EDT","CENTRL",61754,1652.9
"08/20/2013 00:15:00","EDT","DUNWOD",61760,682
"08/20/2013 00:15:00","EDT","GENESE",61753,1063.7
"08/20/2013 00:15:00","EDT","HUD VL",61758,1053.7
"08/20/2013 00:15:00","EDT","LONGIL",61762,2387.4
"08/20/2013 00:15:00","EDT","MHK VL",61756,848
"08/20/2013 00:15:00","EDT","MILLWD",61759,290.8
"08/20/2013 00:15:00","EDT","N.Y.C.",61761,5991.7
"08/20/2013 00:15:00","EDT","NORTH",61755,694.5
"08/20/2013 00:15:00","EDT","WEST",61752,1706.9
"08/20/2013 00:20:00","EDT","CAPITL",61757,1264.2
"08/20/2013 00:20:00","EDT","CENTRL",61754,1631.9
"08/20/2013 00:20:00","EDT","DUNWOD",61760,698.4
"08/20/2013 00:20:00","EDT","GENESE",61753,1056.9
"08/20/2013 00:20:00","EDT","HUD VL",61758,1036.3
"08/20/2013 00:20:00","EDT","LONGIL",61762,2362.5
"08/20/2013 00:20:00","EDT","MHK VL",61756,851.7
"08/20/2013 00:20:00","EDT","MILLWD",61759,270
"08/20/2013 00:20:00","EDT","N.Y.C.",61761,5955.7
"08/20/2013 00:20:00","EDT","NORTH",61755,704.1
"08/20/2013 00:20:00","EDT","WEST",61752,1716.7
"08/20/2013 00:25:00","EDT","CAPITL",61757,1262.8
"08/20/2013 00:25:00","EDT","CENTRL",61754,1585
"08/20/2013 00:25:00","EDT","DUNWOD",61760,671.6
"08/20/2013 00:25:00","EDT","GENESE",61753,1056.4
"08/20/2013 00:25:00","EDT","HUD VL",61758,1024.1
"08/20/2013 00:25:00","EDT","LONGIL",61762,2346.4
"08/20/2013 00:25:00","EDT","MHK VL",61756,843.8
"08/20/2013 00:25:00","EDT","MILLWD",61759,303.8
"08/20/2013 00:25:00","EDT","N.Y.C.",61761,5921.4
"08/20/2013 00:25:00","EDT","NORTH",61755,692.8
"08/20/2013 00:25:00","EDT","WEST",61752,1704.6
"08/20/2013 00:30:00","EDT","CAPITL",61757,1258.9
"08/20/2013 00:30:00","EDT","CENTRL",61754,1624.1
"08/20/2013 00:30:00","EDT","DUNWOD",61760,681.8
"08/20/2013 00:30:00","EDT","GENESE",61753,1042.4
"08/20/2013 00:30:00","EDT","HUD VL",61758,1014.9
"08/20/2013 00:30:00","EDT","LONGIL",61762,2343.9
"08/20/2013 00:30:00","EDT","MHK VL",61756,838.3
"08/20/2013 00:30:00","EDT","MILLWD",61759,291.8
"08/20/2013 00:30:00","EDT","N.Y.C.",61761,5864.6
"08/20/2013 00:30:00","EDT","NORTH",61755,691.1
"08/20/2013 00:30:00","EDT","WEST",61752,1698.3
"08/20/2013 00:35:00","EDT","CAPITL",61757,1251.2
"08/20/2013 00:35:00","EDT","CENTRL",61754,1619
"08/20/2013 00:35:00","EDT","DUNWOD",61760,682.6
"08/20/2013 00:35:00","EDT","GENESE",61753,1040
"08/20/2013 00:35:00","EDT","HUD VL",61758,994.8
"08/20/2013 00:35:00","EDT","LONGIL",61762,2321.8
"08/20/2013 00:35:00","EDT","MHK VL",61756,844.8
"08/20/2013 00:35:00","EDT","MILLWD",61759,280.3
"08/20/2013 00:35:00","EDT","N.Y.C.",61761,5859.8
"08/20/2013 00:35:00","EDT","NORTH",61755,685.9
"08/20/2013 00:35:00","EDT","WEST",61752,1690.5
"08/20/2013 00:40:00","EDT","CAPITL",61757,1255.5
"08/20/2013 00:40:00","EDT","CENTRL",61754,1612.9
"08/20/2013 00:40:00","EDT","DUNWOD",61760,677.5
"08/20/2013 00:40:00","EDT","GENESE",61753,1035.9
"08/20/2013 00:40:00","EDT","HUD VL",61758,997.7
"08/20/2013 00:40:00","EDT","LONGIL",61762,2319.1
"08/20/2013 00:40:00","EDT","MHK VL",61756,842.9
"08/20/2013 00:40:00","EDT","MILLWD",61759,287.9
"08/20/2013 00:40:00","EDT","N.Y.C.",61761,5826
"08/20/2013 00:40:00","EDT","NORTH",61755,685.5
"08/20/2013 00:40:00","EDT","WEST",61752,1672.9
"08/20/2013 00:45:00","EDT","CAPITL",61757,1230.7
"08/20/2013 00:45:00","EDT","CENTRL",61754,1612.4
"08/20/2013 00:45:00","EDT","DUNWOD",61760,672.7
"08/20/2013 00:45:00","EDT","GENESE",61753,1027.8
"08/20/2013 00:45:00","EDT","HUD VL",61758,999
"08/20/2013 00:45:00","EDT","LONGIL",61762,2289.8
"08/20/2013 00:45:00","EDT","MHK VL",61756,830.7
"08/20/2013 00:45:00","EDT","MILLWD",61759,264.1
"08/20/2013 00:45:00","EDT","N.Y.C.",61761,5784.9
"08/20/2013 00:45:00","EDT","NORTH",61755,686.8
"08/20/2013 00:45:00","EDT","WEST",61752,1672.1
"08/20/2013 00:50:00","EDT","CAPITL",61757,1233.6
"08/20/2013 00:50:00","EDT","CENTRL",61754,1561.7
"08/20/2013 00:50:00","EDT","DUNWOD",61760,662.3
"08/20/2013 00:50:00","EDT","GENESE",61753,1021.4
"08/20/2013 00:50:00","EDT","HUD VL",61758,1000.5
"08/20/2013 00:50:00","EDT","LONGIL",61762,2293.6
"08/20/2013 00:50:00","EDT","MHK VL",61756,833
"08/20/2013 00:50:00","EDT","MILLWD",61759,274.5
"08/20/2013 00:50:00","EDT","N.Y.C.",61761,5776
"08/20/2013 00:50:00","EDT","NORTH",61755,683
"08/20/2013 00:50:00","EDT","WEST",61752,1677.4
"08/20/2013 00:55:00","EDT","CAPITL",61757,1233
"08/20/2013 00:55:00","EDT","CENTRL",61754,1554
"08/20/2013 00:55:00","EDT","DUNWOD",61760,659.5
"08/20/2013 00:55:00","EDT","GENESE",61753,1022.9
"08/20/2013 00:55:00","EDT","HUD VL",61758,985.4
"08/20/2013 00:55:00","EDT","LONGIL",61762,2276.2
"08/20/2013 00:55:00","EDT","MHK VL",61756,824.4
"08/20/2013 00:55:00","EDT","MILLWD",61759,268
"08/20/2013 00:55:00","EDT","N.Y.C.",61761,5774.8
"08/20/2013 00:55:00","EDT","NORTH",61755,693.6
"08/20/2013 00:55:00","EDT","WEST",61752,1653.6
"08/20/2013 01:00:00","EDT","CAPITL",61757,1225.4
